ID_Venta,ID_Producto,ID_Cliente,Fecha_Venta,Cantidad,Precio_Unitario
5196,108,272,2023-01-19,3,1032.19
11728,139,296,2023-08-11,4,280.92
3222,118,270,2022-06-03,1,765.28
7631,114,104,2023-06-23,5,702.73
6095,136,761,2023-09-15,4,336.04
4558,147,297,2022-11-19,3,234.33
11290,146,188,2023-07-31,1,64.2
11030,122,223,2023-11-21,5,770.56
11628,125,559,2023-02-13,1,384.68
680,156,232,2022-05-18,5,420.81
11047,117,265,2022-07-25,2,612.65
7234,156,58,2023-08-12,3,632.41
6943,156,557,2021-05-15,1,525.17
2843,151,165,2023-04-18,1,173.09
614,135,710,2021-03-27,3,747.79
5171,141,430,2022-02-07,2,664.61
4867,108,533,2023-08-25,5,1117.68
3547,115,295,2023-04-25,4,302.53
6086,163,273,2023-03-17,3,507.8
3893,155,184,2023-07-16,1,127.16
6319,133,14,2023-01-17,3,238.43
25,146,729,2021-02-27,2,68.79
11142,144,599,2023-03-30,0,417.02
5190,136,45,2023-02-04,1,336.85
5242,148,372,2023-07-26,3,215.46
6503,152,151,2023-04-16,2,125.56
8421,107,112,2021-01-18,3,607.54
12086,109,170,2021-11-06,5,1192.66
3035,152,369,2023-08-20,3,105.53
3243,140,470,2022-04-05,3,375.06
234,114,571,2023-12-25,5,677.88
4796,118,644,2021-04-07,4,647.73
9103,128,231,2021-06-06,2,712.34
4679,112,692,20230730,5,779.48
6670,156,793,2023-07-28,3,556.39
4930,118,759,2023-11-14,-1,758.62
5056,112,389,2023-03-01,2,749.89
11141,140,1227,2022-04-12,0,365.58
8143,156,359,2022-08-01,-1,604.31
1706,105,352,2023-05-27,4,1294.92
147,127,461,2021-09-22,1,378.16
4466,154,788,2022-04-04,2,82.76
10083,154,214,2023-03-18,5,68.47
3116,130,10,2022-10-30,4,284.31
2278,154,464,2022-04-16,5,76.13
1720,105,703,2021-10-20,4,1431.56
6227,105,284,2023-06-19,3,1268.79
1590,131,805,2023-04-29,1,453.22
7599,143,339,2022-01-30,4,294.52
9622,163,615,2022-07-24,4,581.06
1145,162,701,2021-09-09,1,273.39
994,128,164,2023-04-10,5,682.43
2184,130,642,2023-04-05,3,278.51
3207,158,568,2023-03-15,2,329.74
10878,115,102,2021-08-22,4,300.03
607,104,569,2023-09-14,5,715.55
6511,134,37,2023-05-19,5,326.64
8406,149,230,2022-12-02,5,152.35
165,120,697,2021-03-08,5,920.32
510,107,193,2021-03-27,5,585.63
8205,9128,25,2023-12-02,4,555.3
9934,149,77,2021-01-09,3,181.06
7601,136,804,2023-08-29,1,316.58
601,139,455,2023-10-16,1,334.84
10684,155,452,2023-06-26,4,117.98
1994,118,642,2022-08-13,4,0.0
7099,131,117,2021-11-17,1,423.99
9745,143,713,20230731,4,348.09
6704,112,469,2021-05-02,2,759.89
5933,125,757,2023-01-25,4,
1175,157,252,2023-09-11,4,356.36
2743,119,558,2021-06-24,3,689.17
1255,114,39,09-12-2021,2,703.67
5334,107,174,2023-07-20,3,620.53
11247,124,212,2023-12-08,2,461.11
2839,142,135,2021-05-24,1,775.99
6720,135,22,2023-10-22,1,709.43
3908,142,539,2023-06-15,4,758.58
3619,101,494,2024-01-06,3,1167.91
11077,125,194,2022-03-26,5,370.44
5656,130,670,2023-08-24,4,254.45
12157,152,85,2023-09-06,2,116.55
3025,157,170,2023-03-05,1,427.89
7239,117,408,2023-01-29,3,658.28
2367,120,204,2023-01-14,3,924.63
4940,125,773,2021-02-20,5,388.37
5262,155,5,2021-09-26,4,142.01
4144,118,699,2021-11-24,5,752.16
10655,135,379,2023-07-11,4,688.44
6776,102,534,2021-11-12,0,1291.1
6866,112,192,2023-07-15,4,851.89
908,104,126,2023-09-21,4,671.89
3055,115,180,2024-01-08,4,253.26
8979,150,731,2023-09-23,3,70.13
10039,101,201,2023-11-06,4,1182.45
1017,104,455,2024-01-23,2,747.1
1079,149,810,2023-07-08,1,178.34
3203,148,86,2023-09-04,3,196.26
5989,109,472,2022-11-11,3,1241.73
3865,127,792,2023-12-24,5,404.84
3695,136,71,2022-06-26,2,-35.3171511410918
7795,129,547,2023-01-16,4,235.42
10020,154,171,2023-04-02,2,83.14
8472,108,429,2022-12-24,2,979.0
6104,139,557,2023-02-21,5,7503.842947854989
7300,163,776,2021-04-22,2,400.28
10985,127,441,2022-10-31,2,
6878,145,506,2021-05-15,4,131.92
7302,163,597,2023-04-18,1,498.08
83,134,309,2022-08-18,5,304.75
12200,144,380,2021-03-29,4,377.51
4170,139,761,2023-05-02,2,288.56
11084,105,148,2021-05-09,5,1386.71
10133,104,597,2022-05-19,1,695.13
236,145,673,2021-03-11,3,152.48
11185,163,792,2023-06-26,3,552.14
6451,159,254,2021-05-08,5,
767,104,822,invalid_date,4,686.83
11422,114,52,2023-04-27,5,643.93
10727,108,794,2023-09-11,3,1094.48
837,131,241,2022-07-04,1,444.53
12108,125,466,2023-07-05,4,373.67
5264,161,42,06-19-2022,5,373.12
3004,158,560,2024-01-16,1,329.46
4806,118,415,2022-04-19,5,696.84
3719,125,187,2023-01-03,2,386.12
2317,9527,417,2022-08-08,3,399.59
2001,124,598,2023-06-13,3,500.77
6427,134,535,2023-04-25,4,331.47
9261,112,294,2023-02-20,1,839.43
1552,111,6,2022-08-30,4,840.47
5353,130,110,2023-02-26,0,267.15
2311,144,274,2023-04-24,3,443.37
2364,109,395,2023-10-03,2,1051.86
1229,151,463,2023-09-03,5,145.75
2500,159,429,2023-07-17,1,458.5
11693,141,799,2023-11-22,4,614.86
397,136,748,2023-07-24,1,365.44
10389,139,286,2023-09-07,5,320.61
9096,132,496,2022-05-03,3,390.94
11153,118,594,2023-10-04,3,634.24
2652,157,387,2023-08-13,4,433.09
5293,133,117,2023-03-28,2,249.12
11587,115,325,2023-07-24,2,295.01
371,127,482,2023-09-08,4,343.95
9381,139,611,2023-06-17,1,-21.676437844582225
344,113,86,2023-05-17,5,803.77
9468,111,278,2023-09-07,637,804.66
9214,143,104,2023-07-13,2,311.9
9418,162,698,2024-01-23,2,343.39
6079,104,640,2023-11-21,1,10799.874421165547
8697,129,441,2023-07-21,2,218.73
943,111,518,2022-09-11,1,756.53
547,107,688,2023-07-28,1,
8602,117,268,2021-03-04,1,614.34
2737,134,714,2023-07-15,3,304.9
5971,157,487,2022-05-07,4,
6325,137,509,2023-04-14,-1,680.72
10399,118,246,2023-08-12,5,739.94
818,113,807,2023-07-28,4,870.62
1084,151,288,2023-12-03,4,181.17
2525,120,618,2023-09-08,4,916.53
10097,143,514,2023-04-20,1,323.65
693,107,38,2023-03-21,4,555.99
7236,123,304,2021-03-04,5,337.55
8843,163,599,2022-01-17,2,473.02
8676,159,323,2023-05-14,1,306.73
9514,148,361,2022-12-31,3,257.24
8986,123,329,2022-11-11,1,350.59
1199,119,423,2022-08-06,5,591.09
4482,116,281,2023-02-07,4,986.45
1758,130,251,2023-12-10,5,241.55
6297,139,272,2023-03-10,5,307.02
505,146,475,2022-11-22,1,66.0
1240,107,563,2023-09-09,1,581.81
185,154,449,2023-06-15,3,67.8
9847,105,20,2023-08-12,-1,-10.141374399328075
10710,152,265,2021-09-15,1,144.95
840,132,359,2022-08-04,0,379.24
1046,116,166,2023-06-26,4,964.2
11442,116,399,2023-07-03,3,963.82
10031,132,739,2023-05-01,1,336.38
10941,104,320,2021-11-08,2,763.74
1754,128,111,2023-08-31,4,650.69
9066,110,144,2021-07-21,2,21953.666258754416
5347,117,692,2021-11-06,-1,569.55
4219,137,142,2023-09-03,2,673.88
9844,163,96,2023-04-14,2,460.17
9798,134,261,2023-07-31,1,344.57
10506,115,306,2023-11-13,-1,277.47
8190,116,444,2023-03-29,3,885.4
6627,147,689,2022-08-08,5,170.16
2690,112,654,10/12/2023,5,824.82
9809,132,519,2023-12-04,1,333.88
6852,148,423,2022-11-11,4,255.38
2720,127,34,2023-03-13,2,406.86
3029,107,585,2023-06-08,1,614.73
3630,108,482,2023-01-02,2,1011.84
4588,124,294,2022-01-01,3,430.7
10140,118,710,2023-07-15,3,719.93
9197,155,747,2023-02-26,4,129.49
5156,117,537,2022-07-27,3,663.53
6081,102,558,2021-12-20,4,1204.02
10417,133,267,2023-01-13,3,282.25
6864,150,516,2023-12-19,3,102.74
5882,155,433,2023-08-25,1,98.8
4612,143,291,2023-11-05,4,299.2
6107,106,154,2023-09-09,1,857.66
11229,161,786,2023-04-22,3,431.39
2716,119,43,2021-11-26,1,645.64
3587,129,773,2023-12-24,3,242.17
9709,128,441,2023-12-20,5,725.7
5759,144,41,2022-03-27,3,417.03
664,101,140,2023-07-13,4,1113.72
5800,136,352,2023-07-03,4,344.81
1681,128,24,2022-04-03,672,631.99
2312,110,678,2022-01-31,1,794.69
6673,149,519,2023-01-12,3,157.15
1445,111,626,2023-01-28,1,779.88
6222,101,438,2022-05-02,5,1179.94
1901,122,355,2023-09-20,3,734.5
11997,135,268,2021-04-01,3,635.86
9523,140,754,2023-05-23,4,
11673,158,84,2021-05-13,5,294.82
952,141,538,24/07/2021,4,637.55
4982,146,270,2023-03-23,4,54.07
3871,149,38,2021-04-27,4,186.14
8437,129,793,2023-05-24,631,258.93
1983,127,524,2021-11-11,3,394.83
9484,134,426,2023-02-15,4,298.59
3504,138,441,2023-01-12,2,480.17
3881,146,1730,2023-02-09,1,67.91
6947,107,173,2022-05-07,5,574.77
12034,110,332,2023-07-09,1,704.7
11908,119,802,2023-06-21,1,694.46
5057,104,1303,2023-08-30,3,659.08
8635,151,584,2023-04-18,4,148.65
1566,133,170,2022-07-28,2,256.58
9217,105,573,2021-08-20,3,0.0
9957,104,487,2023-06-03,5,684.33
3107,153,465,2021-03-24,5,54.38
4431,133,89,2023-11-03,1,282.01
6005,112,401,2023-03-15,2,787.93
3901,104,264,2023-03-28,2,767.54
10586,153,191,2021-01-29,1,49.68
11319,111,694,2023-04-10,2,-25.378760756156165
3937,129,595,2022-10-04,3,-48.18662370692572
6449,116,586,2023-06-21,4,986.99
9684,141,456,2023-10-30,4,620.45
6509,128,725,2023-01-13,5,0.0
5098,145,219,2023-11-05,3,107.7
9318,140,305,2023-07-29,4,329.5
5107,118,198,2023-10-21,1,746.69
2451,146,43,2022-06-28,1,51.76
6153,131,66,2023-05-19,3,459.13
11191,140,339,2023-09-10,1,333.89
2385,124,85,2021-07-16,1,458.07
5145,109,586,2021-03-03,3,1040.11
444,137,132,2023-01-05,1,562.35
8628,158,27,2023-03-14,-1,380.74
5421,151,585,2023-01-06,3,150.52
4459,158,819,2023-01-24,4,306.86
6846,155,151,2021-04-27,5,91.06
10881,132,764,2023-10-20,2,376.21
8952,130,536,2023-01-02,1,286.19
10729,152,118,2023-04-13,1,140.47
587,162,532,2023-07-08,1,323.76
674,151,761,2024-01-28,4,-93.96528239715224
7175,108,534,2023-09-13,5,1022.6
1845,110,761,2021-12-06,3,701.32
12021,123,209,2023-10-11,5,371.89
5881,162,156,2023-07-10,2,344.19
6444,109,404,2022-05-25,1,1064.84
5277,148,340,2023-03-23,4,214.77
893,153,633,2023-02-28,4,49.5
12158,151,538,2023-07-07,2,167.99
8508,138,188,2023-03-05,3,466.37
6712,135,791,2023-01-01,1,645.57
7789,133,245,2021-07-14,1,242.17
10070,113,737,2023-04-26,2,882.89
5709,125,684,2023-04-13,-1,393.4
6950,106,215,2023-06-23,3,928.59
3403,137,16,2023-10-14,3,658.58
2211,157,526,2022-10-27,3,396.86
5952,114,92,2023-07-19,-1,663.64
2955,133,816,2023-07-27,4,258.37
7511,143,66,2023-10-16,1,344.31
7597,108,330,2021-10-11,2,1040.28
3354,147,441,2021-07-23,1,-17.65605465726401
4887,138,266,2023-11-09,3,497.55
651,135,704,2022-02-25,1,658.95
12220,107,343,2022-04-15,5,665.77
7821,108,488,2023-11-19,4,1031.65
10700,120,279,2023-05-21,0,821.92
154,159,472,2023-12-31,2,362.01
3513,146,500,2021-09-02,5,59.97
345,119,321,2021-01-07,1,652.45
11593,139,254,2023-12-12,4,328.77
8354,129,218,2023-04-24,0,3108.21122427995
1025,132,187,2021-10-04,3,399.2
10383,155,361,2021-10-17,4,96.46
1537,104,447,20231103,3,725.29
5663,128,459,2023-01-25,5,714.98
12171,153,1014,2023-01-03,2,45.4
2176,105,76,2023-04-22,4,1273.73
8411,120,334,2022-10-28,2,828.99
11289,144,442,2021-08-22,2,0.0
1984,117,583,2022-03-22,3,648.9
10396,127,292,2021-05-23,3,
1995,129,347,2023-09-14,4,228.82
6130,145,577,2022-11-15,3,124.77
7097,136,195,2021-05-23,5,385.1
749,131,1,2022-07-23,5,450.74
4171,115,90,2023-06-15,3,269.57
9544,158,622,2024-01-19,2,267.75
7325,144,770,2023-05-12,3,441.55
11828,123,551,2023-08-31,2,358.72
240,110,267,2023-12-13,5,771.25
9078,120,60,2022-02-13,5,785.63
1788,144,361,2023-10-04,5,-67.83044004067352
1066,158,133,2023-04-08,1,289.08
978,145,247,2022-10-19,5,135.32
3861,136,166,2023-11-17,4,335.02
5257,116,612,2021-12-02,968,989.47
10961,136,390,2023-08-24,2,332.41
4217,146,18,2023-06-06,5,54.76
9654,101,754,2021-12-15,5,1095.6
2776,112,203,2021-03-02,5,735.78
4461,9858,78,2023-05-13,3,693.49
11350,136,137,2022-04-05,5,354.98
8094,106,761,2022-02-09,0,928.14
10902,125,671,2023-03-11,4,
9419,130,53,2022-06-22,4,9069.966006734912
9887,156,697,2024-01-01,3,603.04
4247,153,257,2023-07-26,1,484.7104722156129
2344,161,743,2022-09-08,2,3253.9913958294337
2093,122,774,2021-12-01,1,800.81
4570,133,594,2023-02-12,3,247.76
3050,157,66,2023-05-23,5,395.29
11868,116,112,2023-04-10,1,866.19
10592,135,118,2021-03-22,3,-33.98281993314509
7292,112,732,2021-08-19,3,853.9
6157,145,360,2023-10-05,4,
8047,163,735,2023-06-18,4,405.51
4776,125,112,2021-11-28,1,373.89
3576,158,438,2023-07-09,3,360.41
8423,123,744,2023-12-15,1,320.09
5926,131,181,2021-01-10,2,418.02
11684,110,105,2023-10-22,4,697.77
6542,115,248,2023-08-06,2,276.11
8126,135,223,2024-01-01,5,677.66
2354,129,785,2023-01-16,3,232.74
10927,9781,699,23/10/2023,4,726.56
3187,157,503,2021-03-14,4,347.81
1519,117,273,2024-01-16,2,648.27
8372,135,623,2021-05-25,2,651.29
4561,158,439,2023-07-14,841,266.84
9120,119,313,2021-03-25,5,661.23
8495,130,208,2023-01-03,5,248.29
11910,146,163,12-07-2023,0,58.93
4047,120,607,2023-03-13,1,801.32
3491,122,686,2021-06-22,5,869.77
6823,143,632,2023-01-10,3,321.56
5172,148,15,2023-10-08,5,184.17
3015,124,165,2021-04-30,0,430.74
5508,120,687,2023-04-18,3,841.18
4360,110,166,2023-09-21,-1,782.37
474,128,697,2023-11-29,1,608.41
1336,139,295,2022-01-08,3,265.47
6136,127,592,2023-06-01,4,400.77
2257,112,82,2021-02-22,3,770.26
990,132,393,2023-10-29,1,394.34
6487,118,618,2023-03-25,5,686.13
2655,136,280,2023-11-13,3,313.71
4032,133,322,2022-01-04,3,264.23
2045,149,606,2023-01-08,1,201.32
5153,116,147,2023-08-26,2,895.31
8886,154,721,2023-08-06,2,1192.5023067870277
3160,157,451,2023-12-19,5,416.67
6508,134,194,2022-06-27,2,320.38
11274,104,504,2024-01-05,2,664.01
1034,131,597,2023-03-26,1,471.72
11456,117,98,2023-07-05,2,0.0
9660,113,7,2022-07-31,3,844.47
6734,161,220,2023-05-27,3,503.88
11940,147,724,2022-05-11,4,180.06
10108,133,741,2022-12-17,4,243.73
11415,124,130,2023-05-18,1,489.25
8765,104,492,2022-01-20,5,668.24
4801,159,112,2023-02-28,1,446.06
11299,116,286,2023-07-11,2,913.87
798,157,548,2022-03-08,2,347.74
1496,102,151,2021-11-22,1,1215.09
9883,149,316,2023-12-11,4,199.77
2717,155,533,2023-04-20,2,133.88
7000,110,118,2021-07-03,1,801.1
1886,128,3,2022-08-26,3,658.54
5052,133,93,2023-04-19,4,263.78
716,9882,193,2023-08-20,4,0.0
8212,133,69,2023-08-22,3,266.6
8740,114,482,03-03-2021,1,742.87
8292,119,433,2023-02-26,-1,638.28
4385,162,360,2022-03-18,1,307.1
8271,107,238,2023-05-27,1,662.73
10874,143,714,2021-04-25,2,300.68
3971,145,622,2023-10-26,4,2746.5523024354807
12224,106,704,2023-03-21,1,796.81
9997,137,711,2023-10-29,4,616.01
10248,132,643,2023-07-11,3,404.74
1444,146,755,2025-13-45,3,54.34
8097,119,245,2021-11-17,0,648.94
7790,143,491,2023-06-24,2,338.74
5405,162,159,2023-05-16,0,227.16
8202,120,339,2023-05-11,1,25167.69430252491
11757,123,331,2021-11-24,3,365.92
2973,107,778,2023-12-17,2,594.96
8799,102,454,2022-03-13,4,1228.7
10843,128,71,2023-10-18,3,681.8
1958,115,76,2022-05-02,2,273.49
763,102,755,2021-02-19,5,1158.24
10617,129,422,2023-05-14,3,258.75
8175,133,128,2021-12-04,5,270.14
5301,131,536,2023-08-27,4,408.17
1755,9155,637,2023-11-07,3,93.83
3125,139,379,2021-01-25,-1,330.2
10079,142,526,2023-11-19,3,744.83
8859,110,758,2024-01-25,5,680.04
4798,132,444,2023-03-27,5,338.3
1286,137,523,2021-01-20,2,579.47
1894,150,772,2022-08-07,4,91.1
6908,137,448,2023-03-13,4,584.38
10570,123,533,2022-03-10,3,320.83
2403,128,765,2021-03-22,2,632.65
899,128,753,2022-12-18,2,
6835,143,806,2022-08-11,-1,313.63
2617,106,806,2023-02-08,4,936.29
5744,104,624,2023-11-30,5,742.81
5475,117,573,2023-07-22,2,
7246,120,323,2023-09-24,3,838.32
2712,150,49,2021-09-30,2,85.77
8234,116,41,2023-03-22,354,945.81
11256,141,486,04-26-2022,3,677.44
12106,117,340,2023-09-05,4,548.72
630,106,536,2023-09-06,3,868.17
5533,120,572,2023-08-05,3,835.22
3808,112,530,2023-06-28,4,719.38
6692,107,31,2023-06-12,4,16267.695149852647
6751,162,743,2023-05-29,0,282.01
10169,159,9,2023-01-11,1,418.81
11536,105,504,2022-05-01,5,1351.34
7814,144,747,2021-04-20,4,419.76
3476,148,636,2023-10-01,4,270.92
856,143,379,2023-03-30,5,363.85
2948,120,642,24/03/2023,2,846.97
12036,112,492,2021-12-21,5,766.87
10740,114,517,2021-11-30,3,650.68
5688,128,448,2023-05-24,1,614.99
4658,110,122,2021-06-20,1,675.34
8974,116,126,2023-08-09,4,892.43
9842,102,723,2021-08-10,1,1220.63
3993,145,804,2023-02-13,5,138.22
1210,109,719,2023-07-10,3,1039.69
9273,104,77,2022-01-16,2,772.42
3474,128,457,2021-01-10,2,645.17
3948,115,716,2022-07-17,1,256.26
6615,105,17,2023-11-11,1,1407.24
11527,127,262,2023-01-29,3,343.28
687,101,53,2021-11-08,475,0.0
6544,109,705,2022-06-08,2,1190.95
4096,131,722,2023-08-18,2,458.38
4158,127,261,2023-06-26,1,347.4
1667,132,453,2022-11-29,3,359.05
4228,115,451,2021-11-15,5,277.55
2240,119,253,2023-03-07,1,21082.6706568509
2392,9369,423,2023-03-26,4,322.07
12084,125,521,2023-04-17,3,343.54
6665,105,676,2022-09-04,1,1272.07
9412,145,54,2023-12-29,5,127.48
6074,104,561,2023-05-09,4,676.75
468,146,238,2023-08-23,5,62.85
3260,119,19,2024-01-29,5,670.27
1378,157,591,2021-07-31,1,448.01
4973,149,29,2023-09-02,5,137.37
2556,133,714,2023-04-03,5,245.77
89,130,122,2022-06-29,2,264.35
11937,107,351,2022-12-03,2,602.35
10867,125,157,2023-04-06,3,384.29
4485,133,140,2023-01-06,4,274.74
10073,116,436,2023-02-28,3,849.09
9179,118,2,2023-01-16,2,721.88
8960,124,138,2023-05-23,4,415.75
1394,118,774,2023-12-21,5,751.77
10115,128,150,2023-01-13,-1,708.77
8827,146,396,2023-01-13,4,60.73
11000,146,272,2021-12-17,3,58.97
5082,161,503,2023-09-28,4,525.73
3914,120,175,16/11/2021,1,817.03
4724,143,629,2023-06-24,1,325.77
5143,120,503,2021-09-08,1,-22.767424139829245
10699,155,480,2021-03-04,2,126.61
602,112,569,2023-08-30,5,762.87
711,136,487,2023-10-01,1,321.32
6769,159,173,2021-01-21,2,411.84
8999,158,570,2023-06-20,5,321.06
9128,139,590,2021-04-14,3,303.96
4088,111,315,2023-10-10,2,756.89
4122,129,43,2022-12-13,3,258.94
9889,120,74,2021-04-27,1,881.4
11485,163,461,2022-05-09,1,596.99
8614,130,70,2023-11-25,4,281.49
3618,136,569,2023-12-24,1,371.3
2428,134,693,2022-02-09,3,318.48
3953,123,440,2023-11-28,4,307.66
1395,138,732,2022-10-21,1,481.82
5779,108,63,2023-12-18,2,1019.49
11138,129,527,2022-10-02,1,236.28
8775,105,282,2023-12-20,1,1259.58
4125,108,191,2022-05-17,-1,1126.69
3371,143,515,2023-09-07,2,297.82
5441,119,708,2023-06-03,5,704.98
6245,101,98,2023-10-23,5,1274.45
7020,104,588,2023-09-15,3,702.36
6732,129,347,2023-10-30,4,240.22
11187,143,404,2023-01-12,-1,363.07
5724,102,823,2023-06-22,2,1164.81
11773,153,169,2021-01-14,3,37.5
3745,109,307,2023-02-10,5,1149.67
2727,148,562,2023-09-09,1,183.79
12179,134,696,2022-10-14,3,6300.948625950995
6208,155,490,2023-09-18,2,92.58
9713,148,291,2023-10-20,3,277.97
6837,146,604,2023-05-23,3,53.9
466,157,256,2023-04-10,2,362.7
5665,157,135,2022-05-27,1,366.64
11347,111,763,2022-08-25,2,834.76
3069,108,465,2023-06-08,2,1005.67
7354,107,749,2021-11-14,4,638.38
11125,111,494,2023-07-07,4,787.31
3483,155,95,20230211,3,113.57
7549,157,532,2023-05-20,5,351.32
4307,156,341,2021-10-02,1,442.42
4486,162,797,2023-08-22,5,306.67
10414,129,137,2023-03-04,3,245.67
167,118,687,2025-13-45,2,675.69
6488,145,320,2022-01-08,2,147.03
7903,138,535,2023-05-15,5,490.86
1819,122,40,2023-12-23,3,806.68
11961,158,397,2021-07-15,4,294.52
3117,136,216,2022-08-26,4,358.35
10014,162,259,2022-12-14,3,326.23
5446,158,121,20210805,2,347.72
8484,136,326,2021-09-11,4,326.04
10644,124,330,2021-08-14,3,456.64
1921,141,594,2023-10-25,188,716.71
10509,133,473,2021-09-25,2,258.3
7608,118,703,2025-13-45,2,751.62
995,137,494,2021-08-31,5,688.97
8735,142,800,2023-06-30,3,0.0
7293,159,549,2023-06-02,5,317.48
1237,133,84,2023-07-15,3,235.85
4333,105,618,2023-08-23,4,1349.2
9072,116,140,08-18-2021,1,898.33
2721,102,1756,2022-10-10,4,1370.79
6407,117,582,2022-02-12,4,615.89
9856,115,811,2023-08-18,4,301.06
5572,136,598,2023-05-26,1,327.37
1051,163,531,2021-11-13,3,514.84
1877,112,276,2022-08-18,3,751.1
7924,163,668,2023-07-07,3,499.33
5087,102,779,2022-01-07,4,1318.37
299,159,390,2023-10-28,2,449.35
1204,139,599,2023-10-04,4,278.42
3478,118,60,2025-13-45,5,698.06
6636,163,297,2024-01-07,5,389.94
2504,140,451,2023-10-28,4,315.09
8964,112,337,2023-11-18,1,738.68
7286,139,214,2025-13-45,1,328.95
4676,107,747,2022-07-25,3,584.64
4328,139,799,2023-02-07,2,327.08
2835,108,490,2022-08-14,3,990.57
9635,118,685,2021-04-18,1,705.53
9906,118,734,2022-09-05,3,639.83
3465,151,618,2023-03-12,1,177.83
9621,130,28,2021-09-07,3,277.61
2791,153,354,2023-04-17,4,44.55
11270,143,305,2021-02-21,3,365.0
12125,118,761,2025-13-45,1,703.9
1823,127,642,2023-08-12,2,356.89
6098,143,171,2023-03-10,2,309.34
4692,154,457,2022-08-09,5,73.36
1055,101,732,2022-02-06,2,1201.67
10135,141,698,2023-04-03,2,685.13
10328,116,538,2023-11-09,1,992.62
10228,157,1690,2021-01-17,4,310.97
3458,109,259,2022-10-03,1,1222.67
11200,154,194,2023-08-28,5,-29.690440058571518
1568,138,490,2021-07-04,4,449.73
1521,118,298,2023-07-27,3,638.86
807,143,426,2021-04-23,4,348.64
10827,154,261,2023-09-12,1,96.02
3361,149,278,2022-09-10,2,179.11
8415,105,6,2023-09-28,4,
11262,139,401,2022-12-27,3,294.01
5121,144,13,2023-06-06,1,392.44
2814,117,265,2023-02-14,5,553.21
5100,154,577,2023-04-11,3,65.68
11544,120,634,2023-01-05,5,856.9
5490,104,231,2023-04-04,2,665.63
11818,146,820,2021-03-12,2,75.63
2939,154,361,2023-09-14,2,82.54
9373,124,674,2023-11-28,2,420.59
1916,152,327,2023-02-08,1,121.6
2034,153,223,2023-10-21,2,48.4
2923,102,757,2021-08-22,2,1230.94
8182,157,64,2023-05-30,3,351.86
2360,130,321,2023-11-29,4,260.82
1531,136,651,2021-12-14,1,379.96
8171,131,618,2021-11-12,4,399.74
3682,155,777,2022-10-13,5,110.19
1554,163,158,2022-07-03,1,433.21
7084,111,737,2022-04-13,3,781.28
7469,129,589,2023-05-22,1,257.42
2552,104,653,2023-04-06,3,707.39
10810,161,817,2023-02-28,4,423.3
6912,145,601,2021-12-08,4,105.65
10344,140,71,2023-10-06,5,363.04
423,150,336,2023-03-24,1,86.05
1843,125,611,2022-05-08,4,355.43
956,132,597,2021-03-01,2,390.6
7159,156,823,2021-02-14,5,479.24
4245,141,453,2021-05-17,5,652.12
5170,134,756,2021-04-12,1,330.43
4820,110,751,2023-08-01,1,774.25
390,143,637,2021-10-11,4,332.61
11168,113,41,2021-11-26,1,764.96
9129,114,183,2022-02-27,2,653.69
1542,129,353,2021-11-27,1,250.53
3788,115,296,2023-08-25,5,284.0
2234,104,708,2023-06-06,4,711.25
1978,104,529,2023-11-21,3,681.31
738,153,18,2021-10-01,5,39.36
2396,155,521,2023-01-19,5,134.49
3678,131,770,2023-02-23,2,445.71
2542,134,551,2023-04-07,1,307.27
4231,113,588,2022-12-13,-1,834.94
9652,108,400,2023-03-10,5,1100.74
456,132,570,2022-06-23,3,342.36
3875,128,795,2023-05-23,2,637.93
6020,154,236,2022-04-02,3,92.92
4134,133,133,2023-06-09,4,265.05
9921,159,176,2021-06-19,2,445.59
5599,115,81,2023-10-05,262,265.29
8773,128,144,2023-12-09,4,708.64
1884,125,596,2021-12-10,3,343.56
6396,118,7,2023-04-18,445,0.0
7747,117,326,2023-01-03,2,615.18
2448,158,624,2023-03-17,5,294.37
5443,137,818,2023-11-16,4,584.41
7095,118,573,2022-07-20,1,692.74
11271,161,781,2023-11-03,4,456.36
4689,145,233,2021-10-16,4,127.81
6075,145,399,2022-07-05,2,0.0
9990,107,272,2023-12-24,5,565.2
6894,162,683,2022-10-08,2,301.79
4525,109,451,2022-12-09,2,1211.41
7001,113,381,2023-12-22,5,23354.70746513002
8634,159,316,2023-04-25,1,447.16
9696,157,352,2022-09-12,4,4747.65964838663
9536,128,33,2024-01-29,1,639.67
434,102,405,2023-11-16,2,1139.67
2817,142,430,2023-04-09,5,704.73
3360,145,389,2021-10-15,5,-50.173593581352854
1852,142,340,2023-02-25,2,0.0
3716,132,504,2023-06-25,5,368.76
11916,9655,294,2022-01-01,2,1126.17
3038,123,77,2023-06-26,1,337.66
10776,120,654,2023-03-27,5,921.06
3687,108,610,2021-06-27,2,0.0
8053,142,486,2023-04-29,4,635.33
2263,150,1886,2023-07-25,1,70.28
7368,116,675,2022-06-23,1,0.0
11158,159,717,2023-09-15,1,392.5
12079,151,404,2021-12-16,5,131.0
5397,159,363,2023-03-18,1,360.58
8844,135,18,2023-04-10,5,604.95
1097,145,367,2023-02-21,5,149.72
11987,153,70,2023-04-15,4,49.31
10981,110,674,2023-07-27,5,671.32
1478,157,777,2023-11-15,5,403.01
6626,163,253,2023-11-25,1,558.75
9067,151,347,2023-06-01,5,177.73
932,144,693,2023-09-05,1,0.0
9039,123,151,2023-09-27,1,340.63
